title,sub,author,author_bio,cat,type,price,pages,blurb,desc,drive_url,cover_image,badge,bg,fg,ac,pat,lang
Poems: Household Edition,A free public domain poetry book,Ralph Waldo Emerson,"Ralph Waldo Emerson, who went by his middle name Waldo, was an American essayist, lecturer, philosopher, minister, abolitionist, and poet who led the transcendentalist movement of the mid-19th century. He was seen as a champion of individualism and critical thinking, as well as a prescient critic of the countervailing pressures of society and conformity. The German philosopher Friedrich Nietzsche thought he was the most gifted of the Americans , and Walt Whitman called Emerson his master .",Poetry,free,0,273,"A classic poetry work by Ralph Waldo Emerson. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Poems: Household Edition by Ralph Waldo Emerson is a foundational poetry work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Ralph Waldo Emerson, who went by his middle name Waldo, was an American essayist, lecturer, philosopher, minister, abolitionist, and poet who led the transcendentalist movement of the mid-19th century. He was seen as a champion of individualism and critical thinking, as well as a prescient critic of the countervailing pressures of society and conformity. The German philosopher Friedrich Nietzsche thought he was the most gifted of the Americans , and Walt Whitman called Emerson his master .</p></div>",https://www.gutenberg.org/ebooks/12843.epub3.images,https://www.gutenberg.org/cache/epub/12843/pg12843.cover.medium.jpg,Free,#4a2b3d,#ffffff,#fb7185,p-rings,en
The Later Cave-Men,A free public domain classic literature book,Katharine Elizabeth Dopp,"Katharine Elizabeth Dopp was one of the foremost American educators at the turn of the 20th century, and one of the first to advocate the involvement of business in education. She wrote a series of textbooks on anthropology and economics which were widely used in the public schools of Wisconsin, Illinois and Utah, as well as nationally circulated studies on the same subjects, and children's books.",Classic Literature,free,0,210,"A classic classic literature work by Katharine Elizabeth Dopp. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Later Cave-Men by Katharine Elizabeth Dopp is a foundational classic literature work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Katharine Elizabeth Dopp was one of the foremost American educators at the turn of the 20th century, and one of the first to advocate the involvement of business in education. She wrote a series of textbooks on anthropology and economics which were widely used in the public schools of Wisconsin, Illinois and Utah, as well as nationally circulated studies on the same subjects, and children's books.</p></div>",https://www.gutenberg.org/ebooks/26603.epub3.images,https://www.gutenberg.org/cache/epub/26603/pg26603.cover.medium.jpg,Best Seller,#3b2b1e,#ffffff,#f59e0b,p-rings,en
To Love,A free public domain fiction book,Margaret Peterson,Margaret Peterson was an English novelist.,Fiction,free,0,110,"A classic fiction work by Margaret Peterson. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>To Love by Margaret Peterson is a foundational fiction work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Margaret Peterson was an English novelist.</p></div>",https://www.gutenberg.org/ebooks/26519.epub3.images,https://www.gutenberg.org/cache/epub/26519/pg26519.cover.medium.jpg,Free,#1a1a2e,#ffffff,#f59e0b,p-rings,en
Kalevala : the Epic Poem of Finland — Complete,A free public domain poetry book,Unknown Author,An established literary and educational author whose cataloged works are preserved in public domain and digital study archives.,Poetry,free,0,232,"A classic poetry work by Unknown Author. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Kalevala : the Epic Poem of Finland — Complete by Unknown Author is a foundational poetry work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>An established literary and educational author whose cataloged works are preserved in public domain and digital study archives.</p></div>",https://www.gutenberg.org/ebooks/5186.epub3.images,https://www.gutenberg.org/cache/epub/5186/pg5186.cover.medium.jpg,Free,#4a2b3d,#ffffff,#fb7185,p-rings,en
History of the Comstock Patent Medicine Business and Dr. Morse's Indian Root Pills,A free public domain comstock (w. h.) company book,Robert B. Shaw,"Robert Barkley Shaw, CIE, was a British explorer and diplomat. He was an early English traveller to Kashgar in Central Asia, and he established a relation with the local leader; he was later a member of a diplomatic expedition to the area. He became a diplomat in northern India and in Mandalay.",Comstock (w. h.) company,free,0,237,"A classic comstock (w. h.) company work by Robert B. Shaw. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>History of the Comstock Patent Medicine Business and Dr. Morse's Indian Root Pills by Robert B. Shaw is a foundational comstock (w. h.) company work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Robert Barkley Shaw, CIE, was a British explorer and diplomat. He was an early English traveller to Kashgar in Central Asia, and he established a relation with the local leader; he was later a member of a diplomatic expedition to the area. He became a diplomat in northern India and in Mandalay.</p></div>",https://www.gutenberg.org/ebooks/13397.epub3.images,https://www.gutenberg.org/cache/epub/13397/pg13397.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
"Uncle Sam's Boys in the Ranks; or, Two Recruits in the United States Army",A free public domain fiction book,H. Irving Hancock,"Harrie Irving Hancock was an American chemist and writer, mainly remembered as an author of children's literature and juveniles in the late 19th and early 20th centuries, and as having written a fictional depiction of a German invasion of the United States.",Fiction,free,0,117,"A classic fiction work by H. Irving Hancock. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Uncle Sam's Boys in the Ranks; or, Two Recruits in the United States Army by H. Irving Hancock is a foundational fiction work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Harrie Irving Hancock was an American chemist and writer, mainly remembered as an author of children's literature and juveniles in the late 19th and early 20th centuries, and as having written a fictional depiction of a German invasion of the United States.</p></div>",https://www.gutenberg.org/ebooks/27680.epub3.images,https://www.gutenberg.org/cache/epub/27680/pg27680.cover.medium.jpg,Free,#1a1a2e,#ffffff,#f59e0b,p-rings,en
Penny of Top Hill Trail,A free public domain western stories book,Belle Kanaris Maniates,"Belle K. Maniates was an American novelist and short story writer. At least three silent films were made based on works by Maniates: Amarilly of Clothes-Line Alley (1918), Mirandy Smiles (1918), and Penny of Top Hill Trail (1921).",Western stories,free,0,166,"A classic western stories work by Belle Kanaris Maniates. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Penny of Top Hill Trail by Belle Kanaris Maniates is a foundational western stories work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Belle K. Maniates was an American novelist and short story writer. At least three silent films were made based on works by Maniates: Amarilly of Clothes-Line Alley (1918), Mirandy Smiles (1918), and Penny of Top Hill Trail (1921).</p></div>",https://www.gutenberg.org/ebooks/27150.epub3.images,https://www.gutenberg.org/cache/epub/27150/pg27150.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
The Velveteen Rabbit,A free public domain fiction book,Margery Williams Bianco,"Margery Williams Bianco was an English-American author, primarily of popular children's books. A professional writer since the age of 19, she achieved lasting fame at 41 with the 1922 publication of the classic that is her best-known work, The Velveteen Rabbit. She received the Newbery Honor for Winterbound.",Fiction,free,0,251,"A classic fiction work by Margery Williams Bianco. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Velveteen Rabbit by Margery Williams Bianco is a foundational fiction work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Margery Williams Bianco was an English-American author, primarily of popular children's books. A professional writer since the age of 19, she achieved lasting fame at 41 with the 1922 publication of the classic that is her best-known work, The Velveteen Rabbit. She received the Newbery Honor for Winterbound.</p></div>",https://www.gutenberg.org/ebooks/11757.epub3.images,https://www.gutenberg.org/cache/epub/11757/pg11757.cover.medium.jpg,Free,#1a1a2e,#ffffff,#f59e0b,p-rings,en
A Hundred Fables of La Fontaine,"A free public domain fables, french book",Jean de La Fontaine,"Jean de La Fontaine was a French fabulist and one of the most widely read French poets of the 17th century. He is known above all for his Fables, which provided a model for subsequent fabulists across Europe and numerous alternative versions in France, as well as in French regional languages.","Fables, french",free,0,151,"A classic fables, french work by Jean de La Fontaine. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>A Hundred Fables of La Fontaine by Jean de La Fontaine is a foundational fables, french work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Jean de La Fontaine was a French fabulist and one of the most widely read French poets of the 17th century. He is known above all for his Fables, which provided a model for subsequent fabulists across Europe and numerous alternative versions in France, as well as in French regional languages.</p></div>",https://www.gutenberg.org/ebooks/25357.epub3.images,https://www.gutenberg.org/cache/epub/25357/pg25357.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
Julius Caesar,A free public domain history book,William Shakespeare,"William Shakespeare was an English playwright, poet and actor. He is widely regarded as the greatest writer in the English language and the world's pre-eminent dramatist. He is often called England's national poet and the Bard of Avon or simply the Bard . His extant works, including collaborations, consist of some 39 plays, 154 sonnets, 3 long narrative poems and a few other verses, some of uncertain authorship. His plays have been translated into every major living language and are performed more often than those of any other playwright. Shakespeare remains arguably the most influential writer in the English language, and his works continue to be studied and reinterpreted.",History,free,0,295,"A classic history work by William Shakespeare. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Julius Caesar by William Shakespeare is a foundational history work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>William Shakespeare was an English playwright, poet and actor. He is widely regarded as the greatest writer in the English language and the world's pre-eminent dramatist. He is often called England's national poet and the Bard of Avon or simply the Bard . His extant works, including collaborations, consist of some 39 plays, 154 sonnets, 3 long narrative poems and a few other verses, some of uncertain authorship. His plays have been translated into every major living language and are performed more often than those of any other playwright. Shakespeare remains arguably the most influential writer in the English language, and his works continue to be studied and reinterpreted.</p></div>",https://www.gutenberg.org/ebooks/1522.epub3.images,https://www.gutenberg.org/cache/epub/1522/pg1522.cover.medium.jpg,Free,#4a3728,#ffffff,#f59e0b,p-rings,en
A Spelling-Book for Advanced Classes,A free public domain spellers book,Oliver Optic,"William Taylor Adams, pseudonym Oliver Optic, was an academic, author, and a member of the Massachusetts House of Representatives.",Spellers,free,0,168,"A classic spellers work by Oliver Optic. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>A Spelling-Book for Advanced Classes by Oliver Optic is a foundational spellers work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>William Taylor Adams, pseudonym Oliver Optic, was an academic, author, and a member of the Massachusetts House of Representatives.</p></div>",https://www.gutenberg.org/ebooks/26513.epub3.images,https://www.gutenberg.org/cache/epub/26513/pg26513.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
"Up The Baltic; Or, Young America in Norway, Sweden, and Denmark",A free public domain adventure book,Oliver Optic,"William Taylor Adams, pseudonym Oliver Optic, was an academic, author, and a member of the Massachusetts House of Representatives.",Adventure,free,0,104,"A classic adventure work by Oliver Optic. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Up The Baltic; Or, Young America in Norway, Sweden, and Denmark by Oliver Optic is a foundational adventure work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>William Taylor Adams, pseudonym Oliver Optic, was an academic, author, and a member of the Massachusetts House of Representatives.</p></div>",https://www.gutenberg.org/ebooks/26653.epub3.images,https://www.gutenberg.org/cache/epub/26653/pg26653.cover.medium.jpg,Free,#1c1917,#ffffff,#fb923c,p-rings,en
Birds of the Rockies,A free public domain birds book,Leander S. Keyser,"Leander S. Keyser is an author and scholar in the field of Birds, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.",Birds,free,0,276,"A classic birds work by Leander S. Keyser. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Birds of the Rockies by Leander S. Keyser is a foundational birds work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Leander S. Keyser is an author and scholar in the field of Birds, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.</p></div>",https://www.gutenberg.org/ebooks/25973.epub3.images,https://www.gutenberg.org/cache/epub/25973/pg25973.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
1001 задача для умственного счета,A free public domain mathematics book,Sergei Aleksandrovich Rachinskii,"Sergei Aleksandrovich Rachinskii is an author and scholar in the field of Mathematics, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.",Mathematics,free,0,225,"A classic mathematics work by Sergei Aleksandrovich Rachinskii. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>1001 задача для умственного счета by Sergei Aleksandrovich Rachinskii is a foundational mathematics work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Sergei Aleksandrovich Rachinskii is an author and scholar in the field of Mathematics, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.</p></div>",https://www.gutenberg.org/ebooks/16527.epub3.images,https://www.gutenberg.org/cache/epub/16527/pg16527.cover.medium.jpg,Free,#2b3a4a,#ffffff,#34d399,p-rings,en
Margaret Montfort,A free public domain fiction book,Laura Elizabeth Howe Richards,"Laura Elizabeth Howe Richards was an American writer. She wrote more than 90 books including biographies, poetry, and several for children. One well-known children's poem is her literary nonsense verse Eletelephony.",Fiction,free,0,247,"A classic fiction work by Laura Elizabeth Howe Richards. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Margaret Montfort by Laura Elizabeth Howe Richards is a foundational fiction work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Laura Elizabeth Howe Richards was an American writer. She wrote more than 90 books including biographies, poetry, and several for children. One well-known children's poem is her literary nonsense verse Eletelephony.</p></div>",https://www.gutenberg.org/ebooks/24828.epub3.images,https://www.gutenberg.org/cache/epub/24828/pg24828.cover.medium.jpg,Free,#1a1a2e,#ffffff,#f59e0b,p-rings,en
"The history of magic: including a clear and precise exposition of its procedure, its rites and its mysteries",A free public domain history book,Éliphas Lévi,"Éliphas Lévi Zahed, born Alphonse Louis Constant, was a French esotericist, occultist, poet, and writer. Initially pursuing an ecclesiastical career in the Catholic Church, he abandoned the priesthood in his mid-twenties and became a ceremonial magician. At the age of 40, he began professing knowledge of the occult. He wrote over 20 books on magic, Kabbalah, alchemical studies, and occultism.",History,free,0,292,"A classic history work by Éliphas Lévi. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The history of magic: including a clear and precise exposition of its procedure, its rites and its mysteries by Éliphas Lévi is a foundational history work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Éliphas Lévi Zahed, born Alphonse Louis Constant, was a French esotericist, occultist, poet, and writer. Initially pursuing an ecclesiastical career in the Catholic Church, he abandoned the priesthood in his mid-twenties and became a ceremonial magician. At the age of 40, he began professing knowledge of the occult. He wrote over 20 books on magic, Kabbalah, alchemical studies, and occultism.</p></div>",https://www.gutenberg.org/ebooks/70033.epub3.images,https://www.gutenberg.org/cache/epub/70033/pg70033.cover.medium.jpg,Free,#4a3728,#ffffff,#f59e0b,p-rings,en
The Alchemist,A free public domain drama book,Ben Jonson,"Ben Jonson was an English playwright, poet and actor. Jonson's artistry exerted a lasting influence on English poetry and stage comedy. He popularised the comedy of humours; he is best known for the satirical plays Every Man in His Humour (1598), Volpone, or The Fox, The Alchemist (1610), and Bartholomew Fair (1614), and for his lyric and epigrammatic poetry. He is regarded as the second most important English dramatist, after William Shakespeare, during the reign of James I.",Drama,free,0,225,"A classic drama work by Ben Jonson. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Alchemist by Ben Jonson is a foundational drama work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Ben Jonson was an English playwright, poet and actor. Jonson's artistry exerted a lasting influence on English poetry and stage comedy. He popularised the comedy of humours; he is best known for the satirical plays Every Man in His Humour (1598), Volpone, or The Fox, The Alchemist (1610), and Bartholomew Fair (1614), and for his lyric and epigrammatic poetry. He is regarded as the second most important English dramatist, after William Shakespeare, during the reign of James I.</p></div>",https://www.gutenberg.org/ebooks/4081.epub3.images,https://www.gutenberg.org/cache/epub/4081/pg4081.cover.medium.jpg,Best Seller,#312e81,#ffffff,#fcd34d,p-rings,en
Little Mr. Thimblefinger and His Queer Country,A free public domain fiction book,Joel Chandler Harris,"Joel Chandler Harris was an American journalist and folklorist best known for his collection of Uncle Remus stories. Born in Eatonton, Georgia, where he served as an apprentice on a plantation during his teenage years, Harris spent most of his adult life in Atlanta working as an associate editor at The Atlanta Constitution.",Fiction,free,0,148,"A classic fiction work by Joel Chandler Harris. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Little Mr. Thimblefinger and His Queer Country by Joel Chandler Harris is a foundational fiction work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Joel Chandler Harris was an American journalist and folklorist best known for his collection of Uncle Remus stories. Born in Eatonton, Georgia, where he served as an apprentice on a plantation during his teenage years, Harris spent most of his adult life in Atlanta working as an associate editor at The Atlanta Constitution.</p></div>",https://www.gutenberg.org/ebooks/23869.epub3.images,https://www.gutenberg.org/cache/epub/23869/pg23869.cover.medium.jpg,Free,#1a1a2e,#ffffff,#f59e0b,p-rings,en
A Patriotic Schoolgirl,A free public domain fiction book,Angela Brazil,"Angela Brazil was one of the first British writers of modern schoolgirls' stories , written from the characters' point of view and intended primarily as entertainment rather than moral instruction. In the first half of the 20th century she published nearly 50 books of girls' fiction, the vast majority being boarding school stories. She also published numerous short stories in magazines.",Fiction,free,0,91,"A classic fiction work by Angela Brazil. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>A Patriotic Schoolgirl by Angela Brazil is a foundational fiction work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Angela Brazil was one of the first British writers of modern schoolgirls' stories , written from the characters' point of view and intended primarily as entertainment rather than moral instruction. In the first half of the 20th century she published nearly 50 books of girls' fiction, the vast majority being boarding school stories. She also published numerous short stories in magazines.</p></div>",https://www.gutenberg.org/ebooks/25145.epub3.images,https://www.gutenberg.org/cache/epub/25145/pg25145.cover.medium.jpg,Free,#1a1a2e,#ffffff,#f59e0b,p-rings,en
The Shellback's Progress: In the Nineteenth Century,A free public domain sea stories book,Baron Walter Runciman Runciman,"Baron Walter Runciman Runciman is an author and scholar in the field of Sea stories, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.",Sea stories,free,0,107,"A classic sea stories work by Baron Walter Runciman Runciman. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Shellback's Progress: In the Nineteenth Century by Baron Walter Runciman Runciman is a foundational sea stories work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Baron Walter Runciman Runciman is an author and scholar in the field of Sea stories, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.</p></div>",https://www.gutenberg.org/ebooks/22794.epub3.images,https://www.gutenberg.org/cache/epub/22794/pg22794.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
A Tar-Heel Baron,A free public domain fiction book,Mabell S. C. Smith,"Mabell S. C. Smith is an author and scholar in the field of Fiction, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.",Fiction,free,0,159,"A classic fiction work by Mabell S. C. Smith. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>A Tar-Heel Baron by Mabell S. C. Smith is a foundational fiction work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Mabell S. C. Smith is an author and scholar in the field of Fiction, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.</p></div>",https://www.gutenberg.org/ebooks/26112.epub3.images,https://www.gutenberg.org/cache/epub/26112/pg26112.cover.medium.jpg,Best Seller,#1a1a2e,#ffffff,#f59e0b,p-rings,en
Anne's House of Dreams,A free public domain history book,L. M. Montgomery,"Lucy Maud Montgomery, published as L. M. Montgomery, was a Canadian author best known for a collection of novels, essays, short stories, and poetry beginning in 1908 with Anne of Green Gables.",History,free,0,102,"A classic history work by L. M. Montgomery. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Anne's House of Dreams by L. M. Montgomery is a foundational history work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Lucy Maud Montgomery, published as L. M. Montgomery, was a Canadian author best known for a collection of novels, essays, short stories, and poetry beginning in 1908 with Anne of Green Gables.</p></div>",https://www.gutenberg.org/ebooks/544.epub3.images,https://www.gutenberg.org/cache/epub/544/pg544.cover.medium.jpg,Free,#4a3728,#ffffff,#f59e0b,p-rings,en
Lord John Russell,A free public domain biography book,Stuart J. Reid,"Stuart J. Reid is an author and scholar in the field of Biography, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.",Biography,free,0,172,"A classic biography work by Stuart J. Reid. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Lord John Russell by Stuart J. Reid is a foundational biography work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Stuart J. Reid is an author and scholar in the field of Biography, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.</p></div>",https://www.gutenberg.org/ebooks/27553.epub3.images,https://www.gutenberg.org/cache/epub/27553/pg27553.cover.medium.jpg,Free,#2d4a22,#ffffff,#f59e0b,p-rings,en
The Tenant of Wildfell Hall,A free public domain fiction book,Anne Brontë,"Anne Brontë was an English novelist and poet. A member of the Brontë literary family, she was the younger sister of Charlotte, Emily, and Branwell. Anne is known for her 1847 novel Agnes Grey and for her 1848 novel The Tenant of Wildfell Hall, which is considered to be one of the first feminist novels.",Fiction,free,0,260,"A classic fiction work by Anne Brontë. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Tenant of Wildfell Hall by Anne Brontë is a foundational fiction work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Anne Brontë was an English novelist and poet. A member of the Brontë literary family, she was the younger sister of Charlotte, Emily, and Branwell. Anne is known for her 1847 novel Agnes Grey and for her 1848 novel The Tenant of Wildfell Hall, which is considered to be one of the first feminist novels.</p></div>",https://www.gutenberg.org/ebooks/969.epub3.images,https://www.gutenberg.org/cache/epub/969/pg969.cover.medium.jpg,Free,#1a1a2e,#ffffff,#f59e0b,p-rings,en
Nicanor - Teller of Tales : A Story of Roman Britain,A free public domain history book,C. Bryson Taylor,"C. Bryson Taylor is an author and scholar in the field of History, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.",History,free,0,257,"A classic history work by C. Bryson Taylor. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Nicanor - Teller of Tales : A Story of Roman Britain by C. Bryson Taylor is a foundational history work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>C. Bryson Taylor is an author and scholar in the field of History, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.</p></div>",https://www.gutenberg.org/ebooks/22304.epub3.images,https://www.gutenberg.org/cache/epub/22304/pg22304.cover.medium.jpg,Free,#4a3728,#ffffff,#f59e0b,p-rings,en
A Spoil of Office: A Story of the Modern West,A free public domain fiction book,Hamlin Garland,"Hannibal Hamlin Garland was an American novelist, poet, essayist, short story writer, Georgist, and psychical researcher. He is best known for his fiction involving hard-working Midwestern farmers.",Fiction,free,0,104,"A classic fiction work by Hamlin Garland. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>A Spoil of Office: A Story of the Modern West by Hamlin Garland is a foundational fiction work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Hannibal Hamlin Garland was an American novelist, poet, essayist, short story writer, Georgist, and psychical researcher. He is best known for his fiction involving hard-working Midwestern farmers.</p></div>",https://www.gutenberg.org/ebooks/26189.epub3.images,https://www.gutenberg.org/cache/epub/26189/pg26189.cover.medium.jpg,Free,#1a1a2e,#ffffff,#f59e0b,p-rings,en
A Book About Lawyers,A free public domain law book,John Cordy Jeaffreson,John Cordy Jeaffreson was an English novelist and writer of popular non-fiction. He also spent periods teaching and as an inspector of historical documents.,Law,free,0,256,"A classic law work by John Cordy Jeaffreson. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>A Book About Lawyers by John Cordy Jeaffreson is a foundational law work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>John Cordy Jeaffreson was an English novelist and writer of popular non-fiction. He also spent periods teaching and as an inspector of historical documents.</p></div>",https://www.gutenberg.org/ebooks/27785.epub3.images,https://www.gutenberg.org/cache/epub/27785/pg27785.cover.medium.jpg,Free,#382f2d,#ffffff,#fb7185,p-rings,en
A Venetian June,A free public domain fiction book,Anna Fuller,Anna Fuller was an American novelist and short story writer.,Fiction,free,0,257,"A classic fiction work by Anna Fuller. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>A Venetian June by Anna Fuller is a foundational fiction work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Anna Fuller was an American novelist and short story writer.</p></div>",https://www.gutenberg.org/ebooks/23859.epub3.images,https://www.gutenberg.org/cache/epub/23859/pg23859.cover.medium.jpg,Free,#1a1a2e,#ffffff,#f59e0b,p-rings,en
