title,sub,author,author_bio,cat,type,price,pages,blurb,desc,drive_url,cover_image,badge,bg,fg,ac,pat,lang
施公案,A free public domain fiction book,Anonymous,"Anonymous most often refers to:Anonymity, the state of an individual's identity, or personally identifiable information, being publicly unknown Anonymous work, a work of art or literature that has an unnamed or unknown creator or author Anonymity, a property of a voting rule, saying that it does not discriminate apriori between voters Anonymous, the collective name of loosely affiliated individuals who participate in hacktivism",Fiction,free,0,225,"A classic fiction work by Anonymous. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>施公案 by Anonymous is a foundational fiction work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Anonymous most often refers to:Anonymity, the state of an individual's identity, or personally identifiable information, being publicly unknown Anonymous work, a work of art or literature that has an unnamed or unknown creator or author Anonymity, a property of a voting rule, saying that it does not discriminate apriori between voters Anonymous, the collective name of loosely affiliated individuals who participate in hacktivism</p></div>",https://www.gutenberg.org/ebooks/23825.epub3.images,https://www.gutenberg.org/cache/epub/23825/pg23825.cover.medium.jpg,Best Seller,#1a1a2e,#ffffff,#f59e0b,p-rings,en
Memorials of old Derbyshire,A free public domain history book,Unknown Author,An established literary and educational author whose cataloged works are preserved in public domain and digital study archives.,History,free,0,262,"A classic history work by Unknown Author. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Memorials of old Derbyshire by Unknown Author is a foundational history work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>An established literary and educational author whose cataloged works are preserved in public domain and digital study archives.</p></div>",https://www.gutenberg.org/ebooks/69017.epub3.images,https://www.gutenberg.org/cache/epub/69017/pg69017.cover.medium.jpg,Free,#4a3728,#ffffff,#f59e0b,p-rings,en
The Idea of Progress: An Inquiry into Its Origin and Growth,A free public domain history book,J. B. Bury,"John Bagnell Bury was an Anglo-Irish historian, classical scholar, Medieval Roman historian and philologist. He objected to the label Byzantinist explicitly in the preface to the 1889 edition of his Later Roman Empire. He was Erasmus Smith's Professor of Modern History at Trinity College Dublin (1893–1902), before being Regius Professor of Modern History at the University of Cambridge and a Professorial Fellow of King's College, Cambridge from 1902 until his death.",History,free,0,158,"A classic history work by J. B. Bury. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Idea of Progress: An Inquiry into Its Origin and Growth by J. B. Bury is a foundational history work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>John Bagnell Bury was an Anglo-Irish historian, classical scholar, Medieval Roman historian and philologist. He objected to the label Byzantinist explicitly in the preface to the 1889 edition of his Later Roman Empire. He was Erasmus Smith's Professor of Modern History at Trinity College Dublin (1893–1902), before being Regius Professor of Modern History at the University of Cambridge and a Professorial Fellow of King's College, Cambridge from 1902 until his death.</p></div>",https://www.gutenberg.org/ebooks/4557.epub3.images,https://www.gutenberg.org/cache/epub/4557/pg4557.cover.medium.jpg,Free,#4a3728,#ffffff,#f59e0b,p-rings,en
"The Mahabharata of Krishna-Dwaipayana Vyasa Translated into English Prose: Vana Parva, Part 2",A free public domain classic literature book,Unknown Author,An established literary and educational author whose cataloged works are preserved in public domain and digital study archives.,Classic Literature,free,0,190,"A classic classic literature work by Unknown Author. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Mahabharata of Krishna-Dwaipayana Vyasa Translated into English Prose: Vana Parva, Part 2 by Unknown Author is a foundational classic literature work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>An established literary and educational author whose cataloged works are preserved in public domain and digital study archives.</p></div>",https://www.gutenberg.org/ebooks/12333.epub3.images,https://www.gutenberg.org/cache/epub/12333/pg12333.cover.medium.jpg,Free,#3b2b1e,#ffffff,#f59e0b,p-rings,en
"The Book of Religions: Comprising the Views, Creeds, Sentiments, or Opinions, of All the Principal Religious Sects in the World, Particularly of All Christian Denominations in Europe and America, to Which are Added Church and Missionary Statistics, Together With Biographical Sketches",A free public domain biography book,John Hayward,John Hayward may refer to:,Biography,free,0,100,"A classic biography work by John Hayward. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Book of Religions: Comprising the Views, Creeds, Sentiments, or Opinions, of All the Principal Religious Sects in the World, Particularly of All Christian Denominations in Europe and America, to Which are Added Church and Missionary Statistics, Together With Biographical Sketches by John Hayward is a foundational biography work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>John Hayward may refer to:</p></div>",https://www.gutenberg.org/files/30323/30323-pdf.pdf,https://www.gutenberg.org/cache/epub/30323/pg30323.cover.medium.jpg,Free,#2d4a22,#ffffff,#f59e0b,p-rings,en
A History of Witchcraft in England from 1558 to 1718,A free public domain history book,Wallace Notestein,Wallace Notestein was an American historian and Sterling Professor of English History at Yale University from 1928 to 1947. He was married to women's educational pioneer Ada Comstock.,History,free,0,296,"A classic history work by Wallace Notestein. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>A History of Witchcraft in England from 1558 to 1718 by Wallace Notestein is a foundational history work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Wallace Notestein was an American historian and Sterling Professor of English History at Yale University from 1928 to 1947. He was married to women's educational pioneer Ada Comstock.</p></div>",https://www.gutenberg.org/ebooks/31511.epub3.images,https://www.gutenberg.org/cache/epub/31511/pg31511.cover.medium.jpg,Free,#4a3728,#ffffff,#f59e0b,p-rings,en
"Tales from the German, comprising specimens from the most celebrated authors",A free public domain fiction book,Unknown Author,An established literary and educational author whose cataloged works are preserved in public domain and digital study archives.,Fiction,free,0,185,"A classic fiction work by Unknown Author. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Tales from the German, comprising specimens from the most celebrated authors by Unknown Author is a foundational fiction work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>An established literary and educational author whose cataloged works are preserved in public domain and digital study archives.</p></div>",https://www.gutenberg.org/ebooks/32046.epub3.images,https://www.gutenberg.org/cache/epub/32046/pg32046.cover.medium.jpg,Best Seller,#1a1a2e,#ffffff,#f59e0b,p-rings,en
"Battle Honours of the British Army: From Tangier, 1662, to the Commencement of the Reign of King Edward VII",A free public domain history book,Charles Boswell Norman,"Charles Boswell Norman is an author and scholar in the field of History, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.",History,free,0,184,"A classic history work by Charles Boswell Norman. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Battle Honours of the British Army: From Tangier, 1662, to the Commencement of the Reign of King Edward VII by Charles Boswell Norman is a foundational history work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Charles Boswell Norman is an author and scholar in the field of History, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.</p></div>",https://www.gutenberg.org/ebooks/49654.epub3.images,https://www.gutenberg.org/cache/epub/49654/pg49654.cover.medium.jpg,Best Seller,#4a3728,#ffffff,#f59e0b,p-rings,en
Sexual Life of Primitive People,A free public domain philosophy book,Hans Fehlinger,"Hans Fehlinger is an author and scholar in the field of Philosophy, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.",Philosophy,free,0,246,"A classic philosophy work by Hans Fehlinger. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Sexual Life of Primitive People by Hans Fehlinger is a foundational philosophy work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Hans Fehlinger is an author and scholar in the field of Philosophy, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.</p></div>",https://www.gutenberg.org/ebooks/58475.epub3.images,https://www.gutenberg.org/cache/epub/58475/pg58475.cover.medium.jpg,Best Seller,#3d2b4a,#ffffff,#a78bfa,p-rings,en
"Letters Written During a Short Residence in Sweden, Norway, and Denmark",A free public domain travel book,Mary Wollstonecraft,"Mary Wollstonecraft was an English writer and philosopher best known for her advocacy of women's rights. Until the late twentieth century, Wollstonecraft's life, which encompassed several unconventional personal relationships, received more attention than her writing. Wollstonecraft is regarded as one of the founding feminist philosophers, and feminists often cite both her life and her works as important influences.",Travel,free,0,98,"A classic travel work by Mary Wollstonecraft. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Letters Written During a Short Residence in Sweden, Norway, and Denmark by Mary Wollstonecraft is a foundational travel work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Mary Wollstonecraft was an English writer and philosopher best known for her advocacy of women's rights. Until the late twentieth century, Wollstonecraft's life, which encompassed several unconventional personal relationships, received more attention than her writing. Wollstonecraft is regarded as one of the founding feminist philosophers, and feminists often cite both her life and her works as important influences.</p></div>",https://www.gutenberg.org/ebooks/3529.epub3.images,https://www.gutenberg.org/cache/epub/3529/pg3529.cover.medium.jpg,Free,#2b4a4a,#ffffff,#38bdf8,p-rings,en
"The Memoirs, Correspondence, and Miscellanies, From the Papers of Thomas Jefferson: A Linked Index to the Project Gutenberg Editions",A free public domain united states book,Thomas Jefferson,"Thomas Jefferson was a Founding Father and the third president of the United States, serving from 1801 to 1809. From 1797 to 1801, he served as the second vice president under John Adams. A prolific writer and philosopher, Jefferson was the primary author of the Declaration of Independence. His political philosophy, defined by republicanism, individual liberty, agrarianism, and limited government, formed the basis for Jeffersonian democracy. While he remains celebrated as an icon of American political values, Jefferson is also controversial for having owned more than 600 slaves, among the highest of any president in history.",United states,free,0,243,"A classic united states work by Thomas Jefferson. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Memoirs, Correspondence, and Miscellanies, From the Papers of Thomas Jefferson: A Linked Index to the Project Gutenberg Editions by Thomas Jefferson is a foundational united states work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Thomas Jefferson was a Founding Father and the third president of the United States, serving from 1801 to 1809. From 1797 to 1801, he served as the second vice president under John Adams. A prolific writer and philosopher, Jefferson was the primary author of the Declaration of Independence. His political philosophy, defined by republicanism, individual liberty, agrarianism, and limited government, formed the basis for Jeffersonian democracy. While he remains celebrated as an icon of American political values, Jefferson is also controversial for having owned more than 600 slaves, among the highest of any president in history.</p></div>",https://www.gutenberg.org/ebooks/28860.epub3.images,https://www.gutenberg.org/cache/epub/28860/pg28860.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
How to Invest Money,A free public domain investments book,George Garr Henry,"George Garr Henry is an author and scholar in the field of Investments, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.",Investments,free,0,117,"A classic investments work by George Garr Henry. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>How to Invest Money by George Garr Henry is a foundational investments work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>George Garr Henry is an author and scholar in the field of Investments, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.</p></div>",https://www.gutenberg.org/ebooks/34463.epub3.images,https://www.gutenberg.org/cache/epub/34463/pg34463.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
Concerning Lafcadio Hearn; With a Bibliography by Laura Stedman,"A free public domain hearn, lafcadio, 1850-1904 book",George M. Gould,George Milbr(e)y Gould was an American physician and lexicographer.,"Hearn, lafcadio, 1850-1904",free,0,225,"A classic hearn, lafcadio, 1850-1904 work by George M. Gould. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Concerning Lafcadio Hearn; With a Bibliography by Laura Stedman by George M. Gould is a foundational hearn, lafcadio, 1850-1904 work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>George Milbr(e)y Gould was an American physician and lexicographer.</p></div>",https://www.gutenberg.org/ebooks/36783.epub3.images,https://www.gutenberg.org/cache/epub/36783/pg36783.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
"A Book of Giants: Tales of Very Tall Men of Myth, Legend, History, and Science.",A free public domain giants book,Henry Wysham Lanier,"Henry Wysham Lanier is an author and scholar in the field of Giants, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.",Giants,free,0,274,"A classic giants work by Henry Wysham Lanier. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>A Book of Giants: Tales of Very Tall Men of Myth, Legend, History, and Science. by Henry Wysham Lanier is a foundational giants work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Henry Wysham Lanier is an author and scholar in the field of Giants, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.</p></div>",https://www.gutenberg.org/ebooks/48763.epub3.images,https://www.gutenberg.org/cache/epub/48763/pg48763.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
Thirty Strange Stories,A free public domain science book,H. G. Wells,"Herbert George Wells was an English writer, prolific in many genres. He wrote more than forty novels and dozens of short stories. His non-fiction output included works of social commentary, politics, history, popular science, satire, biography, and autobiography. Wells is most known today for his groundbreaking science fiction novels; he has sometimes been called the father of science fiction , a title that has also been given to Jules Verne and Hugo Gernsback.",Science,free,0,288,"A classic science work by H. G. Wells. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Thirty Strange Stories by H. G. Wells is a foundational science work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Herbert George Wells was an English writer, prolific in many genres. He wrote more than forty novels and dozens of short stories. His non-fiction output included works of social commentary, politics, history, popular science, satire, biography, and autobiography. Wells is most known today for his groundbreaking science fiction novels; he has sometimes been called the father of science fiction , a title that has also been given to Jules Verne and Hugo Gernsback.</p></div>",https://www.gutenberg.org/ebooks/59774.epub3.images,https://www.gutenberg.org/cache/epub/59774/pg59774.cover.medium.jpg,Free,#1e3a5f,#ffffff,#38bdf8,p-rings,en
"A history of the Peninsular War, Vol. 6, September 1, 1812-August 5, 1813: The siege of Burgos, the retreat from Burgos, the campaign of Vittoria, the battles of the Pyrenees","A free public domain peninsular war, 1807-1814 book",Charles Oman,"Sir Charles William Chadwick Oman, was a British military historian. His reconstructions of medieval battles from the fragmentary and distorted accounts left by chroniclers were pioneering.","Peninsular war, 1807-1814",free,0,189,"A classic peninsular war, 1807-1814 work by Charles Oman. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>A history of the Peninsular War, Vol. 6, September 1, 1812-August 5, 1813: The siege of Burgos, the retreat from Burgos, the campaign of Vittoria, the battles of the Pyrenees by Charles Oman is a foundational peninsular war, 1807-1814 work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Sir Charles William Chadwick Oman, was a British military historian. His reconstructions of medieval battles from the fragmentary and distorted accounts left by chroniclers were pioneering.</p></div>",https://www.gutenberg.org/ebooks/73069.epub3.images,https://www.gutenberg.org/cache/epub/73069/pg73069.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
The pirates own book: authentic narratives of the most celebrated sea robbers,A free public domain pirates book,Charles Ellms,"Charles Ellms is an author and scholar in the field of Pirates, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.",Pirates,free,0,308,"A classic pirates work by Charles Ellms. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The pirates own book: authentic narratives of the most celebrated sea robbers by Charles Ellms is a foundational pirates work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Charles Ellms is an author and scholar in the field of Pirates, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.</p></div>",https://www.gutenberg.org/ebooks/12216.epub3.images,https://www.gutenberg.org/cache/epub/12216/pg12216.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
"Treatise on light: In which are explained the causes of that which occurs in reflexion, & in refraction and particularly in the strange refraction of Iceland crystal","A free public domain refraction, double book",Christiaan Huygens,"Christiaan Huygens, Lord of Zeelhem was a Dutch mathematician, physicist, engineer, astronomer, and inventor who is regarded as a key figure in the Scientific Revolution. In physics, Huygens made seminal contributions to optics and mechanics, while as an astronomer he studied the rings of Saturn and discovered its largest moon, Titan. As an engineer and inventor, he improved the design of telescopes and invented the pendulum clock, the most accurate timekeeper for almost 300 years. A talented mathematician and physicist, Huygens authored the first modern treatise where a physical problem was idealized using mathematical parameters, while his work on light contains the first mathematical and mechanistic explanation of an unobservable physical phenomenon.","Refraction, double",free,0,176,"A classic refraction, double work by Christiaan Huygens. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Treatise on light: In which are explained the causes of that which occurs in reflexion, & in refraction and particularly in the strange refraction of Iceland crystal by Christiaan Huygens is a foundational refraction, double work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Christiaan Huygens, Lord of Zeelhem was a Dutch mathematician, physicist, engineer, astronomer, and inventor who is regarded as a key figure in the Scientific Revolution. In physics, Huygens made seminal contributions to optics and mechanics, while as an astronomer he studied the rings of Saturn and discovered its largest moon, Titan. As an engineer and inventor, he improved the design of telescopes and invented the pendulum clock, the most accurate timekeeper for almost 300 years. A talented mathematician and physicist, Huygens authored the first modern treatise where a physical problem was idealized using mathematical parameters, while his work on light contains the first mathematical and mechanistic explanation of an unobservable physical phenomenon.</p></div>",https://www.gutenberg.org/ebooks/14725.epub3.images,https://www.gutenberg.org/cache/epub/14725/pg14725.cover.medium.jpg,Best Seller,#0f2a43,#ffffff,#f59e0b,p-rings,en
The measurement of intelligence: an explanation of and a complete guide for the use of the Standard revision and extension of the Binet-Simon intelligence scale,A free public domain child development book,Lewis M. Terman,"Lewis Madison Terman was an American psychologist, academic, and proponent of eugenics. He was noted as a pioneer in educational psychology in the early 20th century at the Stanford School of Education. Terman is best known for his revision of the Stanford–Binet Intelligence Scales and for initiating the longitudinal study of children with high IQs called the Genetic Studies of Genius. As a prominent eugenicist, he was a member of the Human Betterment Foundation, the American Eugenics Society, and the Eugenics Research Association, believing in genetic racial associations with intelligence. Terman also served as president of the American Psychological Association. A Review of General Psychology survey published in 2002 ranked Terman as the 72nd most cited psychologist of the 20th century, in a tie with G. Stanley Hall.",Child development,free,0,286,"A classic child development work by Lewis M. Terman. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The measurement of intelligence: an explanation of and a complete guide for the use of the Standard revision and extension of the Binet-Simon intelligence scale by Lewis M. Terman is a foundational child development work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Lewis Madison Terman was an American psychologist, academic, and proponent of eugenics. He was noted as a pioneer in educational psychology in the early 20th century at the Stanford School of Education. Terman is best known for his revision of the Stanford–Binet Intelligence Scales and for initiating the longitudinal study of children with high IQs called the Genetic Studies of Genius. As a prominent eugenicist, he was a member of the Human Betterment Foundation, the American Eugenics Society, and the Eugenics Research Association, believing in genetic racial associations with intelligence. Terman also served as president of the American Psychological Association. A Review of General Psychology survey published in 2002 ranked Terman as the 72nd most cited psychologist of the 20th century, in a tie with G. Stanley Hall.</p></div>",https://www.gutenberg.org/ebooks/20662.epub3.images,https://www.gutenberg.org/cache/epub/20662/pg20662.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
"The Physical Life of Woman: Advice to the Maiden, Wife and Mother",A free public domain women book,George H. Napheys,"George H. Napheys is an author and scholar in the field of Women, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.",Women,free,0,204,"A classic women work by George H. Napheys. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Physical Life of Woman: Advice to the Maiden, Wife and Mother by George H. Napheys is a foundational women work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>George H. Napheys is an author and scholar in the field of Women, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.</p></div>",https://www.gutenberg.org/ebooks/24001.epub3.images,https://www.gutenberg.org/cache/epub/24001/pg24001.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
Index of the Project Gutenberg Works of Herman Melville,A free public domain indexes book,Herman Melville,"Herman Melville was an American writer of the American Renaissance period. Among his best-known works are Moby-Dick (1851), Typee (1846), a romanticized account of his experiences in Polynesia, and Billy Budd, Sailor, a posthumously published novella. At the time of his death, Melville was not well known to the public, but 1919, the centennial of his birth, was the starting point of a Melville revival. Moby-Dick would eventually be considered one of the Great American Novels.",Indexes,free,0,167,"A classic indexes work by Herman Melville. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Index of the Project Gutenberg Works of Herman Melville by Herman Melville is a foundational indexes work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Herman Melville was an American writer of the American Renaissance period. Among his best-known works are Moby-Dick (1851), Typee (1846), a romanticized account of his experiences in Polynesia, and Billy Budd, Sailor, a posthumously published novella. At the time of his death, Melville was not well known to the public, but 1919, the centennial of his birth, was the starting point of a Melville revival. Moby-Dick would eventually be considered one of the Great American Novels.</p></div>",https://www.gutenberg.org/ebooks/58477.epub3.images,https://www.gutenberg.org/cache/epub/58477/pg58477.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
Little Wars; a game for boys from twelve years of age to one hundred and fifty and for that more intelligent sort of girl who likes boys' games and books.,A free public domain war games book,H. G. Wells,"Herbert George Wells was an English writer, prolific in many genres. He wrote more than forty novels and dozens of short stories. His non-fiction output included works of social commentary, politics, history, popular science, satire, biography, and autobiography. Wells is most known today for his groundbreaking science fiction novels; he has sometimes been called the father of science fiction , a title that has also been given to Jules Verne and Hugo Gernsback.",War games,free,0,278,"A classic war games work by H. G. Wells. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Little Wars; a game for boys from twelve years of age to one hundred and fifty and for that more intelligent sort of girl who likes boys' games and books. by H. G. Wells is a foundational war games work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Herbert George Wells was an English writer, prolific in many genres. He wrote more than forty novels and dozens of short stories. His non-fiction output included works of social commentary, politics, history, popular science, satire, biography, and autobiography. Wells is most known today for his groundbreaking science fiction novels; he has sometimes been called the father of science fiction , a title that has also been given to Jules Verne and Hugo Gernsback.</p></div>",https://www.gutenberg.org/ebooks/3691.epub3.images,https://www.gutenberg.org/cache/epub/3691/pg3691.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
Salem Witchcraft and Cotton Mather: A Reply,A free public domain history book,Charles Wentworth Upham,"Charles Wentworth Upham was a U.S. representative from Massachusetts. Upham was also a member and president of the Massachusetts State Senate, the 7th mayor of Salem, Massachusetts, and twice a member of the Massachusetts State House of Representatives. Upham was the cousin of George Baxter Upham and Jabez Upham. Upham was later a historian of Salem and the Salem Witch Trials of 1692 when he lived there.",History,free,0,170,"A classic history work by Charles Wentworth Upham. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Salem Witchcraft and Cotton Mather: A Reply by Charles Wentworth Upham is a foundational history work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Charles Wentworth Upham was a U.S. representative from Massachusetts. Upham was also a member and president of the Massachusetts State Senate, the 7th mayor of Salem, Massachusetts, and twice a member of the Massachusetts State House of Representatives. Upham was the cousin of George Baxter Upham and Jabez Upham. Upham was later a historian of Salem and the Salem Witch Trials of 1692 when he lived there.</p></div>",https://www.gutenberg.org/ebooks/26978.epub3.images,https://www.gutenberg.org/cache/epub/26978/pg26978.cover.medium.jpg,Best Seller,#4a3728,#ffffff,#f59e0b,p-rings,en
Life of Johann Wolfgang Goethe,"A free public domain goethe, johann wolfgang von, 1749-1832 book",James Sime,"James Sime FRSE (1843–1895) was a Scottish biologist, literary critic, and historian.","Goethe, johann wolfgang von, 1749-1832",free,0,116,"A classic goethe, johann wolfgang von, 1749-1832 work by James Sime. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Life of Johann Wolfgang Goethe by James Sime is a foundational goethe, johann wolfgang von, 1749-1832 work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>James Sime FRSE (1843–1895) was a Scottish biologist, literary critic, and historian.</p></div>",https://www.gutenberg.org/ebooks/58972.epub3.images,https://www.gutenberg.org/cache/epub/58972/pg58972.cover.medium.jpg,Best Seller,#0f2a43,#ffffff,#f59e0b,p-rings,en
"The Anglo-Egyptian Sudan: a compendium prepared by officers of the Sudan government, Vol. 1 (of 2)",A free public domain history book,Sudan. Wizarat al-Naql wa-al-Muwasalat,"Sudan. Wizarat al-Naql wa-al-Muwasalat is an author and scholar in the field of History, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.",History,free,0,175,"A classic history work by Sudan. Wizarat al-Naql wa-al-Muwasalat. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Anglo-Egyptian Sudan: a compendium prepared by officers of the Sudan government, Vol. 1 (of 2) by Sudan. Wizarat al-Naql wa-al-Muwasalat is a foundational history work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Sudan. Wizarat al-Naql wa-al-Muwasalat is an author and scholar in the field of History, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.</p></div>",https://www.gutenberg.org/ebooks/74584.epub3.images,https://www.gutenberg.org/cache/epub/74584/pg74584.cover.medium.jpg,Free,#4a3728,#ffffff,#f59e0b,p-rings,en
